news_id,stock,text,pred_label,confidence,prob_NEG,prob_POS,prob_NEU,sentiment_score
800,HAG,"HAG thăng hoa, cổ phiếu công ty con lại bị bán tháo giá sàn HNG giảm khá mạnh thời gian gần đây, từ mức giá 29.000 đồng phiên đầu tiên của năm 2016, HNG đã sụt giảm gần 16% chỉ sau chưa đầy 1 tháng giao dịch.",NEG,0.9545,0.9545,0.0342,0.0113,-0.9203
799,HAG,"Tiền thật nhìn từ HAG Phải đến khi cổ phiếu HAG bị cắt margin chủ động từ các công ty chứng khoán, chúng ta mới biết được sức mạnh của Tiền thật.",NEU,0.4903,0.4265,0.0832,0.4903,-0.3433
798,HAG,"Tạm hoãn ""Hội thảo nhận định cổ phiếu HAG"" Ban tổ chức Hội thảo nhận định cổ phiếu HAG thông báo hoãn Hội thảo ngày 28/01/2016. Ban tổ chức gửi lời xin lỗi chân thành và sẽ thông báo lại thời gian, địa điểm tổ chức Hội thảo đến các nhà đầu tư sau.",NEG,0.6763,0.6763,0.0123,0.3114,-0.664
1243,TTF,"Bán ""chui"" cổ phiếu TTF, một cá nhân vị phạt 50 triệu đồng Bà Nguyễn Thị Xuân (địa chỉ: số 8, ngách 69A/48 Hoàng Văn Thái, Khương Trung, Hà Nội) bị phạt 50 triệu đồng do báo cáo không đúng thời hạn việc bán 2 triệu cổ phiếu TTF.",NEG,0.9646,0.9646,0.0109,0.0245,-0.9537
1242,TTF,"Meco JSC bán ""hớ"" cổ phiếu TTF năm 2015, lãi quý 4 tăng 140% nhờ thoái vốn Thủy điện Văn Chấn Trong năm 2015, Meco JSC cũng đã chuyển nhượng hết cổ phần đang nắm giữ tại công ty liên kết là Thủy điện Văn Chấn, đây là nguyên nhân chủ yếu giúp lợi nhuận năm 2014 của MCG tăng cao 140% so với cùng kỳ.",NEG,0.933,0.933,0.0307,0.0363,-0.9023000000000001
797,HAG,"Cổ phiếu trụ cứu nguy cho VN-Index, nổi bật ""2 mẹ con"" HAG và HNG HAG giảm 400 đồng xuống 7.900 đồng/CP, khối lượng khớp lệnh lớn nhất thị trường với hơn 12 triệu đơn vị. Còn HNG giảm sàn xuống mức 7.500 đồng/CP và khớp lệnh hơn 9,7 triệu đơn vị.",NEG,0.9205,0.9205,0.0445,0.035,-0.876
300,VIC,"VIC, MSN kéo tụt nỗ lực VNM, VnIndex gặp khó trước ngưỡng 580 điểm Trong khi dòng cao su tự nhiên đã giảm nhiệt với sắc đỏ tại phần lớn cổ phiếu thì riêng HNG - sau thông tin bất lợi được công bố ngày hôm qua, đã tăng trần.",NEG,0.9754,0.9754,0.0115,0.0131,-0.9639000000000001
299,VIC,"Phiên 5/4: “Xả hàng” VIC, khối ngoại bán ròng 600 tỷ đồng trên toàn thị trường Nếu không tính giao dịch thỏa thuận đột biến tại VIC thì khối ngoại vẫn tiếp tục có phiên mua ròng.",NEG,0.834,0.834,0.0691,0.0969,-0.7648999999999999
298,VIC,"Khối ngoại bán ròng hơn 1.000 tỷ đồng VIC chỉ sau 2 phiên giao dịch Trên HSX, khối ngoại đã bán ròng gần 6 triệu cổ phiếu với giá trị 443,32 tỷ đồng trong phiên giao dịch hôm nay và phần lớn lượng bán ròng tập trung tại VIC với 443 tỷ đồng.",NEG,0.983,0.983,0.0087,0.0083,-0.9742999999999999
297,VIC,"Ngừng “xả hàng” VIC, khối ngoại mua ròng hơn 100 tỷ đồng trong phiên 7/4 SSI tiếp tục được khối ngoại mua khá mạnh trong phiên giao dịch hôm nay với 28,75 tỷ đồng. Hiện tại, tỷ lệ sở hữu của khối ngoại tại SSI đã lên tới gần 53%.",POS,0.4759,0.2464,0.4759,0.2776,0.22949999999999998
296,VIC,"Tuần 4-8/4: Đột biến thỏa thuận VIC, khối ngoại bán ròng hơn 1.000 tỷ đồng trên toàn thị trường Tuần qua, giá trị bán ròng của khối ngoại trên toàn thị trường lên tới trên 1.000 tỷ đồng. Tuy nhiên, nếu loại bỏ giao dịch tại VIC và MSN thì khối ngoại vẫn có tuần mua ròng khá tích cực.",NEG,0.5933,0.5933,0.0994,0.3072,-0.49390000000000006
295,VIC,"Phiên 12/4: Khối ngoại bán ròng hơn 16 triệu cổ phiếu VIC, tiếp tục mua ròng trên HNX Khối ngoại có phiên bán ròng khá mạnh trên với hơn 750 tỷ đồng trên toàn thị trường. Tuy vậy, phần lớn lượng bán ròng được thực hiện qua giao dịch thỏa thuận.",NEG,0.7863,0.7863,0.1772,0.0366,-0.6091
294,VIC,"VIC quay đầu giảm điểm, VnIndex thêm một lần “vấp ngã” trước ngưỡng 580 điểm Trong những phiên giao dịch gần đây, việc VnIndex vượt 580 điểm nhưng đóng cửa dưới ngưỡng kháng cự tâm lý này là hình ảnh khá quen thuộc.",NEG,0.9796,0.9796,0.0116,0.0088,-0.968
1241,TTF,"ĐHCĐ Gỗ Trường Thành: ""Cổ đông chỉ mong TTF có vốn lớn để cạnh tranh, không cần phải chia cổ tức"" ""Tôi chỉ mới đầu tư khoảng 600.000 cổ phần với tư cách cá nhân nhưng KSB vẫn muốn tôi tham gia vào thành viên HĐQT"" - ông Võ Trường Thành cho biết",NEU,0.6632,0.045,0.2918,0.6632,0.24680000000000002
293,VIC,"Tuần 11-15/4: VnIndex liên tục “vấp ngã” trước ngưỡng 580 điểm, khối ngoại bán ròng VIC hơn 865 tỷ đồng Tuần qua, có khá nhiều thời điểm VnIndex áp sát ngưỡng 585 điểm nhưng áp điều chỉnh tại các Bluechips như VNM, VIC luôn khiến VnIndex đóng cửa bên dưới ngưỡng 580 điểm.",NEG,0.9849,0.9849,0.0084,0.0067,-0.9765
292,VIC,"VNM -  VIC - GAS: Những ""tội đồ"" khiến VN-Index giảm gần 12 điểm trong ngày 19/4 VNM là cổ phiếu tác động tiêu cực nhất tới VnIndex trong phiên giao dịch hôm nay khi giảm 4.000đ (2,8%) xuống 139.000đ.",NEG,0.8501,0.8501,0.0123,0.1376,-0.8378
796,HAG,"Cổ phiếu HNG, HAG của Bầu Đức tím ngắt nhờ 3 thông tin quan trọng này 3 thông tin quan trọng mà Chủ tịch BIDV Trần Bắc Hà tiết lộ cuối tuần qua đã cứu giá HNG, HAG phiên sáng nay.",POS,0.8615,0.0306,0.8615,0.1079,0.8309000000000001
291,VIC,"Tuần 9-13/5: Khối ngoại bán mạnh VIC, HPG, VnIndex giằng co quanh vùng 610 điểm HPG cùng VIC là 2 cổ phiếu bị khối ngoại bán mạnh nhất tuần qua với giá trị lần lượt 302 tỷ đồng và 205,91 tỷ đồng. Những giao dịch này chủ yếu diễn ra qua phương thức thỏa thuận vào phiên 9/5 và 11/5.",NEG,0.9807,0.9807,0.0109,0.0085,-0.9698
1240,TTF,"TTF, VPK, ISG, HD2: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.663,0.2817,0.0552,0.663,-0.2265
795,HAG,"Số mã xanh áp đảo, bluechips đẩy VN-Index tăng 3,5 điểm, HAG và HNG bật lên sắc xanh Cổ phiếu dầu khí tăng giá hàng loạt. Trong đó, GAS tăng 1.500 đồng lên 61.500 đồng/CP, PVD tăng 400 đồng lên 32.000 đồng/CP.",POS,0.99,0.0051,0.99,0.0049,0.9849
1239,TTF,"Giao dịch cổ phiếu TTF, em gái ông Võ Trường Thành bị phạt 42,5 triệu đồng Trên Bản cáo bạch năm 2015 của Gỗ Trường Thành, bà Võ Thị Tiếp được biết đến là em gái ông Võ Trường Thành, và bà Tiếp không sở hữu cổ phiếu TTF nào.",NEG,0.9303,0.9303,0.0139,0.0557,-0.9164
1238,TTF,"[Cổ phiếu nổi bật tuần]: Chuyện thoái vốn SCIC- KSB trở thành miếng mồi béo bổ của DRH và TTF Bất chấp thị trường chao đảo vì Brexit, KSB vẫn đạt mức tăng 2,4% trong phiên giao dịch cuối tuần qua. Không kém cạnh bất kỳ các công ty tăng trưởng nào khác trên sàn, KSB đã tăng gần 90% tính từ thời điểm đầu năm 2016. Còn nếu tính xa hơn, trong một năm rưỡi trở lại đây KSB đã tăng tới 240%.",NEG,0.6558,0.6558,0.0496,0.2946,-0.6062000000000001
290,VIC,"VNM, VIC “níu giữ” sắc xanh cho VnIndex Mặc dù biến động thị trường khá mạnh nhưng dòng tiền trong phiên hôm nay vẫn tiếp tục tập trung vào các cổ phiếu cơ bản, đón đầu KQKD quý 2 như AAA, CVT, DGC, HCC, ITD, RDP, VCS, SKG….",POS,0.9467,0.009,0.9467,0.0443,0.9377
289,VIC,"VN-Index chính thức vượt 640 điểm, bùng nổ GAS và VIC Nổi bật hôm nay là HPG với mức tăng 200 đồng lên 39.800 đồng/CP và dẫn đầu khối lượng giao dịch sàn HOSE với hơn 5,65 triệu đơn vị.",POS,0.9725,0.0048,0.9725,0.0228,0.9677
1237,TTF,"Con trai ông Võ Trường Thành đăng ký mua 3 triệu cổ phiếu TTF Tính đến hiện tại, cổ phiếu TTF đã có 8 phiên liên tiếp giảm sàn",POS,0.7458,0.2312,0.7458,0.023,0.5146000000000001
1235,TTF,"Gỗ Trường Thành (TTF): Tồn kho ""bay hơi"", lỗ quý II hơn nghìn tỷ đồng Gần 980 tỷ đồng hàng tồn kho phát hiện thiếu khi E&amp;Y kiểm kê tài sản. Khoản lỗ 1.123 tỷ đồng trong quý II đã khiến Trường Thành phải ghi nhận khoản lỗ lũy kế 1.082 tỷ đồng, ăn mòn 75% vốn điều lệ của DN này. Giá trị cổ phiếu lao dốc không phanh suốt nửa tháng qua.",NEG,0.9691,0.9691,0.014,0.0169,-0.9551
1236,TTF,"Cổ phiếu TTF đã giảm sàn 10 phiên liên tiếp từ khi có ""tin xấu"", mất 1/2 giá trị Ngày 18/07 là ngày tươi sáng cuối cùng của TTF khi giá cổ phiếu tăng lên đến 43.600 đồng – mức đỉnh lịch sử. Từ đó đến nay, giá cổ phiếu đã giảm một nửa và chỉ còn 21.500 đồng.",NEG,0.9535,0.9535,0.0179,0.0286,-0.9356
1234,TTF,"Chỉ với 10 cổ phiếu khớp lệnh, TTF có phiên giảm sàn thứ 12 liên tiếp Tại mức giá đóng cửa 3/8, vốn hóa TTF chỉ còn 2.690 tỷ đồng, “bay hơi” 57% giá trị so với cách đây 12 phiên giao dịch.",NEG,0.9709,0.9709,0.0127,0.0164,-0.9581999999999999
288,VIC,"VIC, MSN kéo tụt VnIndex trong phiên cuối tuần Những nỗ lực của VNM, FPT, HPG, HSG, BVH… không đủ giúp sắc xanh trở lại thị trường khi mà VIC, MSN điều chỉnh quá sâu.",NEG,0.949,0.949,0.028,0.023,-0.9209999999999999
287,VIC,"Khối ngoại tiếp tục “gom hàng” VNM, bán mạnh VIC, MSN trong phiên cuối tuần Trên HNX, khối ngoại có phiên mua ròng thứ 17 liên tiếp với 1,58 triệu cổ phiếu, tương ứng giá trị 26,88 tỷ đồng.",NEG,0.9554,0.9554,0.0236,0.0209,-0.9318000000000001
1233,TTF,"Lỗ nghìn tỷ, cổ phiếu TTF bị đưa vào diện kiểm soát đặc biệt kể từ ngày 09/08 Tính từ ngày 19/7 đến nay, cổ phiếu TTF đã giảm sàn 15 phiên liên tục, mất 66% giá trị.",NEG,0.9721,0.9721,0.0145,0.0134,-0.9576
794,HAG,"Hoàng Anh Gia Lai (HAG) chốt danh sách cổ đông tham dự ĐHCĐ thường niên 2016 Thời gian họp dự kiến vào 15/9/2016 tại khách sạn Hoàng Anh Gia Lai, số 01 Phù Đổng, Tp Pleiku, tỉnh Gia Lai.",NEU,0.6749,0.0252,0.2999,0.6749,0.2747
286,VIC,"VNM, VIC, VCB nâng đỡ thị trường, VnIndex tăng gần 8 điểm VNM trong phiên sáng nay tăng mạnh 4.000đ lên 162.000đ và đây là yếu tố quan trọng thúc đẩy đà tăng của thị trường. Bên cạnh đó, các Bluechips như VIC, VCB, MSN, HPG, HSG, FPT…tăng điểm cũng giúp sắc xanh được củng cố.",POS,0.9855,0.0043,0.9855,0.0101,0.9812000000000001
285,VIC,"Khối ngoại tiếp tục đẩy mạnh bán ròng hơn 90 tỷ đồng, tập trung vào VIC VIC là cổ phiếu bị khối ngoại bán ròng mạnh nhất với 63,4 tỷ đồng. Tuy vậy, cổ phiếu này vẫn giao dịch khá tốt và tăng kịch trần lên 48.600đ.",NEG,0.9157,0.9157,0.053,0.0314,-0.8626999999999999
1232,TTF,"Tóm gọn 3 năm thăng trầm của Gỗ Trường Thành (TTF) trong 2 phút: Tay không trắng tay lại về không Cổ phiếu TTF mất ba năm để tăng giá phi mã từ 5.000 lên gần 45.000 đồng. Nhưng ""thành quả"" này có thể mất sạch chỉ trong vòng 1 tháng.",NEG,0.748,0.748,0.0336,0.2184,-0.7144
1231,TTF,"Ông Võ Trường Thành bị bãi nhiệm vị trí Chủ tịch TTF, Phó Tổng giám đốc Vingroup lên thay Ông Võ Trường Thành bị bãi nhiệm chức vụ Chủ tịch HĐQT do không hoàn thành đầy đủ trách nhiệm và nghĩa vụ của Chủ tịch HĐQT trong tình hình khó khăn khẩn cấp của công ty.",NEG,0.944,0.944,0.0131,0.0428,-0.9309
1229,TTF,"TTF khớp lệnh 1,3 triệu cổ phiếu, VnIndex đánh rơi mốc 660 điểm trong phút chót Nhóm cổ phiếu dược phẩm thu hút dòng tiền khá tốt trong phiên sáng nay với hàng loạt mã tăng mạnh như DMC, DHG, IMP, DBT, DCL…. Trong đó, DMC và IMP hiện tăng kịch trần.",NEG,0.8728,0.8728,0.0638,0.0634,-0.809
793,HAG,"HAG, HNG tăng kịch trần, VnIndex áp sát cột mốc 660 điểm trong phiên chiều Nhóm cổ phiếu bất động sản, xây dựng là tâm điểm thị trường trong buổi chiều với nhiều mã tăng mạnh như KBC, HBC, CTD, DXG, HUT, VCG, SCR, KDH… Tương tự, các cổ phiếu thép HPG, HSG, NKG, VIS…cũng tăng khá mạnh.",POS,0.9906,0.0049,0.9906,0.0046,0.9857
1230,TTF,"Sau 20 phiên nằm “thoi thóp”, lực cầu trở lại với TTF để “bắt đáy”? Dù tiếp tục giảm sàn phiên thứ 20 nhưng điểm tích cực của TTF trong phiên hôm nay là khối lượng khớp lệnh của cổ phiếu đạt 391.920 đơn vị - tăng “cực mạnh” so với các phiên giao dịch trước.",POS,0.9744,0.0123,0.9744,0.0134,0.9621000000000001
792,HAG,"Chốt quyền nhận cổ tức, VNM vẫn tăng 3.000 đồng làm đầu tàu kéo VN-Index, HAG và HNG tăng trần trở lại Nổi bật lên trong các dòng cổ phiếu là mía đường, sắc xanh phủ lên tất cả các mã. Cổ phiếu ô tô cũng rất tích cực.",POS,0.9911,0.0047,0.9911,0.0042,0.9863999999999999
1228,TTF,"Trọn 1 tháng giảm sàn, cổ phiếu TTF bốc hơi 80% giá trị xuống còn 8.100 đồng Sau khi xuống dưới mệnh giá, dù vẫn bị dư bán sàn lớn nhưng lượng khớp lệnh đã có dấu hiệu tăng lên.",NEG,0.943,0.943,0.0291,0.0279,-0.9138999999999999
1227,TTF,"Gỗ trường thành (TTF) đột ngột tăng trần, chấm dứt chuỗi 24 phiên giảm sàn liên tiếp Khối lượng khớp lệnh TTF trong phiên hôm nay tăng vọt lên xấp xỉ 13 triệu đơn vị. Trong đó, khối ngoại cũng đẩy mạnh “xả hàng” gần 2 triệu đơn vị.",POS,0.9825,0.0119,0.9825,0.0056,0.9706
1226,TTF,"TTF khớp lệnh gần 13 triệu cổ phiếu, VnIndex đánh mất mốc 660 điểm trong phiên giao dịch đầu tuần Việc các Bluechips như VNM, VIC HSG, MSN, HAG…g iảm sâu là nguyên nhân chính ảnh hưởng tiêu cực tới thị trường.",NEG,0.9691,0.9691,0.0114,0.0195,-0.9577
1225,TTF,"Đảo chiều ngoạn mục, 2 chỉ số kết phiên đều tăng điểm, TTF tiếp tục tăng trần Trong khi hàng loạt cổ phiếu dầu khí đều giảm giá thì PVS bất ngờ tăng 200 đồng lên 21.900 đồng/CP.",POS,0.9859,0.0087,0.9859,0.0055,0.9772
1224,TTF,"TTF, DRH đồng loạt tăng trần, VnIndex giữ vững cột mốc 660 điểm Trong phiên hôm nay, các cổ phiếu bất động sản, xây dựng như HBC, CTD, VCG, TDH, TIG, SCR, KBC… cũng giao dịch tương đối sôi động và hầu hết đóng cửa trong sắc xanh.",POS,0.99,0.0054,0.99,0.0046,0.9846
1221,TTF,"TTF, BCG, SHS, SDH, CDO, TNT, HVA, DLR: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.8132,0.1519,0.0349,0.8132,-0.117
1223,TTF,"2 sàn đóng cửa trái chiều, TTF tăng trần với thanh khoản lớn nhất thị trường Hàng loạt cổ phiếu đầu cơ có thị giá siêu thấp như JVC, OGC, VNH, HAR, KMR, TSC... lại tăng trần. Nhưng ATA thì giảm sàn và trắng bên mua.",POS,0.8371,0.1233,0.8371,0.0396,0.7138
1222,TTF,Con gái ông Võ Trường Thành đã bán hết cổ phiếu TTF Cổ phiếu TTF đã chấm dứt chuỗi 24 phiên giảm sàn liên tiếp và bắt đầu tăng điểm với 4 phiên tăng trần liên tiếp.,NEG,0.4968,0.4968,0.4472,0.0561,-0.04960000000000003
284,VIC,"Tuần 22-26/8: Khối ngoại bán mạnh VIC, VNM, VnIndex tiếp tục giữ vững mốc 660 điểm NKG là cổ phiếu được khối ngoại mua ròng mạnh nhất tuần qua với 38,88 tỷ đồng. Xếp tiếp theo trong top mua ròng lần lượt là HPG (24,42 tỷ đồng), KBC (21,25 tỷ đồng), PVT (17,83 tỷ đồng), C32 (12,59 tỷ đồng).",NEG,0.9114,0.9114,0.0531,0.0355,-0.8583
1220,TTF,"Ông Võ Trường Thành bị bán giải chấp gần 7 triệu cổ phiếu TTF ở đúng vùng giá đáy? Sau giao dịch, ông Võ Trường Thành còn sở hữu hơn 7,71 triệu cổ phiếu TTF.",NEG,0.869,0.869,0.044,0.0871,-0.825
1219,TTF,"TTF, SAM, DLG, PNC, TAG, HCM, STP, KMR, DBT, SIC: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9008,0.0736,0.0256,0.9008,-0.048
791,HAG,"HAG, HNG và LGL bị đưa vào diện cổ phiếu không đủ điều kiện giao dịch ký quỹ Lý do đưa ra là lợi nhuận sau thuế của công ty mẹ trên BCTC hợp nhất soát xét 6 tháng đầu năm 2016 là số âm.",NEG,0.9738,0.9738,0.0123,0.0139,-0.9615
1218,TTF,"Phục hồi từ mức giảm 10 điểm, VN-index chỉ còn giảm hơn 5 điểm, TTF giảm sàn Tổng giá trị giao dịch trên 2 sàn đạt gần 3.300 tỷ đồng.",NEG,0.5125,0.5125,0.3186,0.169,-0.19389999999999996
1217,TTF,"VNM và HSG được thêm vào danh mục của FTSE Vietnam Index, TTF bị loại TTF cũng bị loại khỏi danh mục để tính chỉ số FTSE Vietnam All-Share Index.",NEG,0.9615,0.9615,0.02,0.0185,-0.9415
1216,TTF,"Bluechips kéo thị trường giảm gần 5 điểm, TTF tiếp tục chuỗi ngày “trắng bên mua” Tuy vậy, điểm tích cực là các cổ phiếu thuộc các nhóm ngành khác không bị bán mạnh theo, thậm chí còn tăng điểm.",NEG,0.9716,0.9716,0.0166,0.0118,-0.9550000000000001
283,VIC,"VIC thỏa thuận 5,6 triệu cổ phiếu, VnIndex mất hơn 7 điểm trong ngày đầu tiên áp dụng quy chế giao dịch mới VNM tiếp tục bị khối ngoại bán ròng hơn 700 nghìn cổ phiếu trong phiên hôm nay. Đóng cửa phiên giao dịch, VNM giảm 1.800đ xuống 141.200đ và điều này đã ảnh hưởng khá tiêu cực tới thị trường chung.",NEG,0.907,0.907,0.014,0.079,-0.893
282,VIC,"Đây là lý do không nên bán cổ phiếu VIC chỉ vì công bố ""sốc"" phi lợi nhuận của Vingroup Đừng vội vàng nhìn quyết định dành 100% lợi nhuận Vinmec và Vinschool cho xã hội mà bán cổ phiếu. Suy cho cùng, cổ đông không thiệt hại gì nhiều.",NEG,0.5163,0.5163,0.0324,0.4513,-0.4839
790,HAG,"Cổ phiếu HAG, HNG đồng loạt tăng trần trong sự ngỡ ngàng của nhà đầu tư Đầu giờ sáng nay, cả 2 cổ phiếu đều không có tín hiệu bứt phá nhưng sau khoảng 30 phút giao dịch thì HAG, HNG đều tăng nhanh. Đến 10h30’ thì cả 2 cổ phiếu đều tăng trần.",POS,0.9866,0.0076,0.9866,0.0058,0.979
281,VIC,"VIC tiếp tục thỏa thuận hơn 380 tỷ đồng, các cổ phiếu lớn kéo VN-Index giảm 2,5 điểm Nhóm dầu khí đang xanh mướt với mức tăng 500 đồng của GAS, 300 đồng của PVD, 200 đồng tại PVS, PVB, PVC…",NEG,0.7384,0.7384,0.0544,0.2072,-0.6839999999999999
789,HAG,"LNST 9 tháng của chứng khoán MBS giảm 45% so với cùng kỳ, dự phòng 33 tỷ đồng cho HAG Một trong những khoản đầu tư lớn nhất của MBS tính đến cuối quý 3/2016 là HAG với số lượng hơn 2,1 triệu cổ phiếu, giá trị ghi sổ là 44 tỷ đồng (tương ứng giá bình quân gần 21.000 đồng/cp).",NEG,0.9592,0.9592,0.0161,0.0246,-0.9431
280,VIC,"Nam Thái mua 85,3 triệu cổ phiếu VIC, trở thành cổ đông lớn của Vingroup Nếu tạm tính theo mức giá 43.000 đồng/cổ phiếu như hiện nay, thì Nam Thái đã bỏ ra khoảng 3.670 tỷ đồng cho số cổ phiếu này.",POS,0.9865,0.0037,0.9865,0.0097,0.9828
279,VIC,"VIC, FLC, MWG, AAA, ITA, PGI, BBC, EMC: Thông tin giao dịch lượng lớn cổ phiếu Thông tin giao dịch lượng lớn cổ phiếu trên HNX/HSX.",NEU,0.9875,0.0067,0.0058,0.9875,-0.0009000000000000006
1215,TTF,"2 cơ hội mong manh giúp Gỗ Trường Thành (TTF) thoát án bị hủy niêm yết Lỗ lũy kế đã vượt xa vốn đầu tư của chủ sở hữu và theo quy chế niêm yết hiện hành, Gỗ Trường Thành đang đối mặt nguy cơ bị hủy niêm yết bắt buộc. Tuy nhiên, vẫn còn 2 cơ hội mong manh giúp doanh nghiệp từng nổi danh thị trường chứng khoán này trụ chân ở sàn niêm yết.",POS,0.4018,0.2598,0.4018,0.3384,0.14200000000000002
1214,TTF,HoSE cảnh báo cổ phiếu TTF có thể bị hủy niêm yết bắt buộc Nguyên nhân là do công ty Trường Thành hiện đang có số lỗ lũy kế vượt quá vốn điều lệ thực góp.,NEG,0.963,0.963,0.0158,0.0213,-0.9471999999999999
278,VIC,Cổ phiếu VIC vụt tăng giúp tỷ phú Phạm Nhật Vượng lấy lại ngôi vị giàu nhất thị trường chứng khoán Ông Trịnh Văn Quyết soán ngôi vị giàu nhất thị trường chứng khoán trong khoảng 30 phút nhưng sau đó cổ phiếu VIC tăng mạnh đẩy tài sản của tỷ phú Phạm Nhật Vượng vượt lên 31.858 tỷ đồng.,POS,0.9734,0.0088,0.9734,0.0178,0.9646
